,날짜,거래량
0,2020-06-01,0.36568808957066024
1,2020-06-02,0.39548620294454767
2,2020-06-03,0.740721149607688
3,2020-06-04,0.6505333685973725
4,2020-06-05,0.4470598607070436
5,2020-06-08,0.5017191219254161
6,2020-06-09,0.4443268976461257
7,2020-06-10,0.3741514590496337
8,2020-06-11,0.5865291369126335
9,2020-06-12,0.5180287401921887
10,2020-06-15,0.5362778806312262
11,2020-06-16,0.41532222516089234
12,2020-06-17,0.4826765405977255
13,2020-06-18,0.27400158688177745
14,2020-06-19,0.3342149343207267
15,2020-06-22,0.3440007052807897
16,2020-06-23,0.39592700343824416
17,2020-06-24,0.3982191660054656
18,2020-06-25,0.32160804020100486
19,2020-06-26,0.29895089482500237
20,2020-06-29,0.27047518293220446
21,2020-06-30,0.3613682447324341
22,2020-07-01,0.2642158159217135
23,2020-07-02,0.219342325663405
24,2020-07-03,0.14766816538834474
25,2020-07-06,0.35819448117781866
26,2020-07-07,0.4571101119633253
27,2020-07-08,0.3106761879573302
28,2020-07-09,0.3335978136295514
29,2020-07-10,0.2527550030856034
30,2020-07-13,0.25372476417173534
31,2020-07-14,0.23529930353522005
32,2020-07-15,0.4512033853477919
33,2020-07-16,0.3098827470686771
34,2020-07-17,0.23362426165917294
35,2020-07-20,0.25363660407299643
36,2020-07-21,0.3991007669928586
37,2020-07-22,0.3267213259278851
38,2020-07-23,0.36198536542360943
39,2020-07-24,0.34188486291104603
40,2020-07-27,0.30582738252666863
41,2020-07-28,0.5546151811690025
42,2020-07-29,0.48602662434981975
43,2020-07-30,0.39284139998236767
44,2020-07-31,0.42845807987304957
45,2020-08-03,0.37855946398659973
46,2020-08-04,0.40421405271973887
47,2020-08-05,0.5022480825178525
48,2020-08-06,0.5057744864674245
49,2020-08-07,0.4697170060830471
50,2020-08-10,0.5846777748391077
51,2020-08-11,0.5877633782949842
52,2020-08-12,0.4923741514590496
53,2020-08-13,0.5810632107907957
54,2020-08-14,0.44388609715242916
55,2020-08-18,0.5524993387992598
56,2020-08-19,0.4055364542008284
57,2020-08-20,0.5661641541038525
58,2020-08-21,0.468041964207
59,2020-08-24,0.42819359957683184
60,2020-08-25,0.3838490699109578
61,2020-08-26,0.41655646654324296
62,2020-08-27,0.39160715860001705
63,2020-08-28,0.40527197390461067
64,2020-08-31,0.6324605483558139
65,2020-09-01,0.37917658467777504
66,2020-09-02,0.3373886978753411
67,2020-09-03,0.4609891563078549
68,2020-09-04,0.43533456757471584
69,2020-09-07,0.39248875958741103
70,2020-09-08,0.4808251785241996
71,2020-09-09,0.5017191219254161
72,2020-09-10,0.46557348144229876
73,2020-09-11,0.2933086485056857
74,2020-09-14,0.35925240236269046
75,2020-09-15,0.33659525698668796
76,2020-09-16,0.30820770519262997
77,2020-09-17,0.4419465749801644
78,2020-09-18,0.33192277175350426
79,2020-09-21,0.36427752799083085
80,2020-09-22,0.3991007669928586
81,2020-09-23,0.38138058714625755
82,2020-09-24,0.35766552058538326
83,2020-09-25,0.21422903993652478
84,2020-09-28,0.14326016045137968
85,2020-09-29,0.25531164594904354
86,2020-10-05,0.35510887772194316
87,2020-10-06,0.26280525434188506
88,2020-10-07,0.19456933791765793
89,2020-10-08,0.39698492462311596
90,2020-10-12,0.2851979194216699
91,2020-10-13,0.3201974786211755
92,2020-10-14,0.327691087014017
93,2020-10-15,0.2840518381380582
94,2020-10-16,0.2521378823944281
95,2020-10-19,0.2540774045666929
96,2020-10-20,0.38146874724499646
97,2020-10-21,0.25707484792382956
98,2020-10-22,0.26007229128096615
99,2020-10-23,0.23335978136295524
100,2020-10-26,0.37988186546768926
101,2020-10-27,0.4172617473331572
102,2020-10-28,0.24411531340915113
103,2020-10-29,0.3612800846336942
104,2020-10-30,0.4173499074318961
105,2020-11-02,0.27232654500573034
106,2020-11-03,0.2396191483734462
107,2020-11-04,0.3844661906021331
108,2020-11-05,0.3486731905139734
109,2020-11-06,0.28396367803931927
110,2020-11-09,0.2825531164594899
111,2020-11-10,0.43145552323018616
112,2020-11-11,0.4926386317552673
113,2020-11-12,0.40721149607687546
114,2020-11-13,0.460900996209116
115,2020-11-16,0.5449175703076784
116,2020-11-17,0.4837344617825973
117,2020-11-18,0.36057480384378
118,2020-11-19,0.27902671250991784
119,2020-11-20,0.22401481089658776
120,2020-11-23,0.41814334832055017
121,2020-11-24,0.4549061094948428
122,2020-11-25,0.6035440359693204
123,2020-11-26,0.3433835845896144
124,2020-11-27,0.2510799612095563
125,2020-11-30,0.6371330335889976
126,2020-12-01,0.3955743630432866
127,2020-12-02,0.4656616415410387
128,2020-12-03,0.46063651591289734
129,2020-12-04,0.5667812747950278
130,2020-12-07,0.5030415234065065
131,2020-12-08,0.4850568632636868
132,2020-12-09,0.41743806753063595
133,2020-12-10,0.6211760557171826
134,2020-12-11,0.37882394428281746
135,2020-12-14,0.38578859208322264
136,2020-12-15,0.4403596932028562
137,2020-12-16,0.28167151547209685
138,2020-12-17,0.3820858679361718
139,2020-12-18,0.30450498104557816
140,2020-12-21,0.350789032883717
141,2020-12-22,0.3201974786211755
142,2020-12-23,0.6662258661729699
143,2020-12-24,0.5271092303623385
144,2020-12-28,0.6992859032002116
145,2020-12-29,0.5486202944547303
146,2020-12-30,0.4442387375473858
147,2021-01-04,0.6359869523053868
148,2021-01-05,0.6067177995239358
149,2021-01-06,0.7154192012695054
150,2021-01-07,0.6756589967380762
151,2021-01-08,0.9140439037291728
152,2021-01-11,1.0
153,2021-01-12,0.7632019747862117
154,2021-01-13,0.6719562725910254
155,2021-01-14,0.615533809397867
156,2021-01-15,0.5930529842193423
157,2021-01-18,0.6273472626289346
158,2021-01-19,0.6450674424755356
159,2021-01-20,0.6588204178788681
160,2021-01-21,0.7043991889270919
161,2021-01-22,0.5985189103411801
162,2021-01-25,0.5143260160451378
163,2021-01-26,0.5718064004231681
164,2021-01-27,0.5442122895177642
165,2021-01-28,0.5775368068412237
166,2021-01-29,0.6699285903200216
167,2021-02-01,0.5631667107467159
168,2021-02-02,0.5056863263686856
169,2021-02-03,0.6148285286079517
170,2021-02-04,0.5414793264568453
171,2021-02-05,0.478709336154456
172,2021-02-08,0.5324869963854364
173,2021-02-09,0.5326633165829142
174,2021-02-10,0.44767698139821893
175,2021-02-15,0.4501454641629201
176,2021-02-16,0.37644362161685613
177,2021-02-17,0.3736224984571983
178,2021-02-18,0.3840253901084366
179,2021-02-19,0.4527902671250992
180,2021-02-22,0.44899938287930846
181,2021-02-23,0.42069999118399026
182,2021-02-24,0.5178524199947109
183,2021-02-25,0.5165300185136203
184,2021-02-26,0.6559111346204705
185,2021-03-02,0.5355725998413119
186,2021-03-03,0.33377413382703014
187,2021-03-04,0.4244027153310411
188,2021-03-05,0.44071233359781375
189,2021-03-08,0.3853477915895261
190,2021-03-09,0.5200564224631934
191,2021-03-10,0.3831437891210436
192,2021-03-11,0.45164418584148847
193,2021-03-12,0.26007229128096615
194,2021-03-15,0.25539980604778245
195,2021-03-16,0.21572776161509308
196,2021-03-17,0.20259190690293588
197,2021-03-18,0.3575773604866434
198,2021-03-19,0.3191395574363046
199,2021-03-22,0.21281847835669537
200,2021-03-23,0.30274177907079214
201,2021-03-24,0.2561050868376966
202,2021-03-25,0.2509036410120775
203,2021-03-26,0.3073261042052369
204,2021-03-29,0.2665079784889359
205,2021-03-30,0.2872256016926736
206,2021-03-31,0.312615710129595
207,2021-04-01,0.34902583090893097
208,2021-04-02,0.36956713391518986
209,2021-04-05,0.3175526756589964
210,2021-04-06,0.42501983602221644
211,2021-04-07,0.35766552058538326
212,2021-04-08,0.37750154280172793
213,2021-04-09,0.34558758705809783
214,2021-04-12,0.25910253019483326
215,2021-04-13,0.3157894736842104
216,2021-04-14,0.2658026976990217
217,2021-04-15,0.43859649122807015
218,2021-04-16,0.4070351758793967
219,2021-04-19,0.28537423961914865
220,2021-04-20,0.2567222075288719
221,2021-04-21,0.39169531869875696
222,2021-04-22,0.3282200476064534
223,2021-04-23,0.3864057127743979
224,2021-04-26,0.33174645155602545
225,2021-04-27,0.3089129859825442
226,2021-04-28,0.3346557348144232
227,2021-04-29,0.40024684827647034
228,2021-04-30,0.4092391783478792
229,2021-05-03,0.3715948161861936
230,2021-05-04,0.27100414352464086
231,2021-05-06,0.3670986511504896
232,2021-05-07,0.27003438243850797
233,2021-05-10,0.3858767521819625
234,2021-05-11,0.495547915013665
235,2021-05-12,0.5519703782068235
236,2021-05-13,0.5268447500661197
237,2021-05-14,0.2760292691527812
238,2021-05-17,0.25971965088600857
239,2021-05-18,0.253107643480561
240,2021-05-20,0.29674689235651885
241,2021-05-21,0.3745922595433302
242,2021-05-24,0.1701489905668694
243,2021-05-25,0.18963237238825648
244,2021-05-26,0.17191219254165543
245,2021-05-27,0.4810014987216784
246,2021-05-28,0.27946751300361433
247,2021-05-31,0.23335978136295524
248,2021-06-01,0.2695054218460725
249,2021-06-02,0.2742660671779952
250,2021-06-03,0.3816450674424753
251,2021-06-04,0.2990390549237413
252,2021-06-07,0.24772987745746305
253,2021-06-08,0.23239002027682235
254,2021-06-09,0.271797584413294
255,2021-06-10,0.3853477915895261
256,2021-06-11,0.2758529489553024
257,2021-06-14,0.20973287490081985
258,2021-06-15,0.193599576831526
259,2021-06-16,0.23194921978312583
260,2021-06-17,0.30873666578506537
261,2021-06-18,0.3741514590496337
262,2021-06-21,0.4048311734109142
263,2021-06-22,0.20717623203737973
264,2021-06-23,0.32090275941109064
265,2021-06-24,0.4596667548267654
266,2021-06-25,0.33333333333333365
267,2021-06-28,0.1906021334743894
268,2021-06-29,0.20391430838402538
269,2021-06-30,0.27840959181874253
270,2021-07-01,0.29683505245525876
271,2021-07-02,0.22357401040289127
272,2021-07-05,0.12615710129595295
273,2021-07-06,0.16477122454377147
274,2021-07-07,0.29348496870316454
275,2021-07-08,0.3249581239530991
276,2021-07-09,0.4208763113814691
277,2021-07-12,0.10649739927708708
278,2021-07-13,0.14467072203120812
279,2021-07-14,0.1422903993652468
280,2021-07-15,0.1674160275059505
281,2021-07-16,0.12739134267830357
282,2021-07-19,0.15137088953539557
283,2021-07-20,0.23547562373269884
284,2021-07-21,0.27038702283346555
285,2021-07-22,0.2301860178083398
286,2021-07-23,0.18522436745129145
287,2021-07-26,0.1303006259367003
288,2021-07-27,0.14996032795556716
289,2021-07-28,0.24887595874107377
290,2021-07-29,0.19597989949748734
291,2021-07-30,0.2598078109847485
292,2021-08-02,0.15189985012783197
293,2021-08-03,0.302829939169532
294,2021-08-04,0.34241382350348243
295,2021-08-05,0.22436745129154537
296,2021-08-06,0.18786917041347045
297,2021-08-09,0.21087895618443056
298,2021-08-10,0.26809486026624313
299,2021-08-11,0.4506744247553555
300,2021-08-12,0.606629639425196
301,2021-08-13,0.6268183020364982
302,2021-08-17,0.4485585823856119
303,2021-08-18,0.3852596314907872
304,2021-08-19,0.35819448117781866
305,2021-08-20,0.3720356166798901
306,2021-08-23,0.3251344441505769
307,2021-08-24,0.3146433924005997
308,2021-08-25,0.27126862382085853
309,2021-08-26,0.2543418848629106
310,2021-08-27,0.16503570483998917
311,2021-08-30,0.13056510623291898
312,2021-08-31,0.5018072820241559
313,2021-09-01,0.25681036762761184
314,2021-09-02,0.19774310147227334
315,2021-09-03,0.20021158423697455
316,2021-09-06,0.1331217490963591
317,2021-09-07,0.0839284139998235
318,2021-09-08,0.3542272767345501
319,2021-09-09,0.4161156660495455
320,2021-09-10,0.2501102001234244
321,2021-09-13,0.18310852508154782
322,2021-09-14,0.3914308384025392
323,2021-09-15,0.22040024684827583
324,2021-09-16,0.20012342413823467
325,2021-09-17,0.30979458696993717
326,2021-09-23,0.3082958652913689
327,2021-09-24,0.2032971876928501
328,2021-09-27,0.13162302741779078
329,2021-09-28,0.2649210967116277
330,2021-09-29,0.3717711363836724
331,2021-09-30,0.297540333245173
332,2021-10-01,0.21969496605836164
333,2021-10-05,0.3946927620558936
334,2021-10-06,0.34408886537952954
335,2021-10-07,0.2653618972053242
336,2021-10-08,0.2419994710394075
337,2021-10-12,0.4226395133562551
338,2021-10-13,0.3273384466190604
339,2021-10-14,0.29419024949307976
340,2021-10-15,0.26016045137970506
341,2021-10-18,0.13911663581063138
342,2021-10-19,0.0714978400775805
343,2021-10-20,0.13603103235475583
344,2021-10-21,0.132328308207705
345,2021-10-22,0.043110288283522466
346,2021-10-25,0.17526227629374966
347,2021-10-26,0.1079961209556554
348,2021-10-27,0.10852508154809082
349,2021-10-28,0.3736224984571983
350,2021-10-29,0.2727673454994269
351,2021-11-01,0.09609450762584781
352,2021-11-02,0.17543859649122748
353,2021-11-03,0.14467072203120812
354,2021-11-04,0.15648417526227582
355,2021-11-05,0.15516177378118629
356,2021-11-08,0.10041435246407493
357,2021-11-09,0.08419289429604121
358,2021-11-10,0.04487349025830849
359,2021-11-11,0.14925504716565294
360,2021-11-12,0.0845455346909988
361,2021-11-15,0.17570307678744615
362,2021-11-16,0.10076699285903154
363,2021-11-17,0.16873842898704
364,2021-11-18,0.14431808163625148
365,2021-11-19,0.21819624437979332
366,2021-11-22,0.40121660936260223
367,2021-11-23,0.30106673719474597
368,2021-11-24,0.17967028123071468
369,2021-11-25,0.11355020717623214
370,2021-11-26,0.17676099797231795
371,2021-11-29,0.34100326192365304
372,2021-11-30,0.5215551441417617
373,2021-12-01,0.3444415057744862
374,2021-12-02,0.33941638014634584
375,2021-12-03,0.24341003261923594
376,2021-12-06,0.2277175350436386
377,2021-12-07,0.2717094243145551
378,2021-12-08,0.32010931852243657
379,2021-12-09,0.3470863087366652
380,2021-12-10,0.05695142378559389
381,2021-12-13,0.2047077492726785
382,2021-12-14,0.07502424402715253
383,2021-12-15,0.03658644097681381
384,2021-12-16,0.13849951511945705
385,2021-12-17,0.18416644626641962
386,2021-12-20,0.10737900026448009
387,2021-12-21,0.13991007669928546
388,2021-12-22,0.19888918275588408
389,2021-12-23,0.13462047077492742
390,2021-12-24,0.12280701754385971
391,2021-12-27,0.16291986247024556
392,2021-12-28,0.3114696288459843
393,2021-12-29,0.3495547915013664
394,2021-12-30,0.22251608921801946
395,2022-01-03,0.14819712598078114
396,2022-01-04,0.24605483558141594
397,2022-01-05,0.46865908489817526
398,2022-01-06,0.3155249933879927
399,2022-01-07,0.24614299568015485
400,2022-01-10,0.2266596138587678
401,2022-01-11,0.27021070263598673
402,2022-01-12,0.23106761879573282
403,2022-01-13,0.27796879132504604
404,2022-01-14,0.20946839460460215
405,2022-01-17,0.15701313585471222
406,2022-01-18,0.14819712598078114
407,2022-01-19,0.22498457198272068
408,2022-01-20,0.16441858414881388
409,2022-01-21,0.27735167063387073
410,2022-01-24,0.1957154192012696
411,2022-01-25,0.3120867495371596
412,2022-01-26,0.1771136383672746
413,2022-01-27,0.45252578682888145
414,2022-01-28,0.36859737282905797
415,2022-02-03,0.3217843603984837
416,2022-02-04,0.155426254077404
417,2022-02-07,0.21070263598695177
418,2022-02-08,0.17200035264039434
419,2022-02-09,0.19880102265714517
420,2022-02-10,0.3212553998060473
421,2022-02-11,0.2498457198272057
422,2022-02-14,0.21493432072643898
423,2022-02-15,0.0953010667371947
424,2022-02-16,0.10411707661112576
425,2022-02-17,0.2253372123776773
426,2022-02-18,0.06162390901877762
427,2022-02-21,0.06735431543683316
428,2022-02-22,0.11998589438420189
429,2022-02-23,0.058273825266684384
430,2022-02-24,0.3005377766023096
431,2022-02-25,0.1910429339680859
432,2022-02-28,0.23494666314026247
433,2022-03-02,0.15401569249757557
434,2022-03-03,0.1568368156572334
435,2022-03-04,0.12765582297452127
436,2022-03-07,0.26862382085867953
437,2022-03-08,0.20629463104998672
438,2022-03-10,0.3773252226042491
439,2022-03-11,0.241558670545711
440,2022-03-14,0.1705897910605659
441,2022-03-15,0.15868817773075833
442,2022-03-16,0.11064092391783442
443,2022-03-17,0.33447941461694436
444,2022-03-18,0.27021070263598673
445,2022-03-21,0.11848717270563358
446,2022-03-22,0.12677422198712826
447,2022-03-23,0.1706779511593048
448,2022-03-24,0.40209821034999527
449,2022-03-25,0.17861236004584288
450,2022-03-28,0.09080490170148976
451,2022-03-29,0.11125804460900973
452,2022-03-30,0.13673631314467005
453,2022-03-31,0.12465837961738464
454,2022-04-01,0.15965793881689122
455,2022-04-04,0.013047694613417322
456,2022-04-05,0.006347527109229863
457,2022-04-06,0.2151988010226567
458,2022-04-07,0.2917217667283785
459,2022-04-08,0.20779335272855504
460,2022-04-11,0.12280701754385971
461,2022-04-12,0.13938111610685006
462,2022-04-13,0.16053953980428423
463,2022-04-14,0.21872520497222972
464,2022-04-15,0.09988539187163854
465,2022-04-18,0.0
466,2022-04-19,0.06832407652296509
467,2022-04-20,0.1703253107643482
468,2022-04-21,0.12686238208586814
469,2022-04-22,0.11293308648505684
470,2022-04-25,0.1361191924534957
471,2022-04-26,0.17623203737988158
472,2022-04-27,0.2668606188838925
473,2022-04-28,0.28449263863175467
474,2022-04-29,0.3255752446442734
475,2022-05-02,0.0836639337036058
476,2022-05-03,0.10111963325398914
477,2022-05-04,0.030238913867582963
478,2022-05-06,0.13902847571189247
479,2022-05-09,0.06074230803138461
480,2022-05-10,0.2300978577096009
481,2022-05-11,0.1213082958652914
482,2022-05-12,0.24429163360662992
483,2022-05-13,0.1910429339680859
484,2022-05-16,0.0822533721237764
485,2022-05-17,0.11028828352287683
486,2022-05-18,0.16371330335889966
487,2022-05-19,0.2191660054659262
488,2022-05-20,0.09318522436745108
489,2022-05-23,0.08066649034646917
490,2022-05-24,0.16195010138411364
491,2022-05-25,0.13576655205853813
492,2022-05-26,0.19580357930000852
493,2022-05-27,0.05659878339063727
494,2022-05-30,0.08207705192629759
495,2022-05-31,0.42572511681213066
